g^4,gamma,D(p),error,p
0.5,1.0,0.198358877490614,0.0121583835214499,2.748893571891069
0.5,1.0,0.2093404301315748,0.0128644533510187,2.945243112740431
0.5,1.0,0.1928002905768906,0.0165397651007721,3.141592653589793
0.5,1.0,0.2128279877956094,0.01357281783292,3.3379421944391554
0.5,1.0,0.200259823204758,0.0112288633667097,3.5342917352885173
0.5,1.0,0.2195515465234389,0.0123229550012416,3.730641276137879
0.5,1.0,0.2111729504035164,0.0140545341202602,3.9269908169872414
0.5,1.0,0.2559635271418422,0.0147417537829509,4.123340357836604
0.5,1.0,0.2771227355135308,0.0132310962783037,4.319689898685965
0.5,1.0,0.2921402788454148,0.014278956392703,4.516039439535327
0.5,1.0,0.3270554608229374,0.0128996234428943,4.71238898038469
0.5,1.0,0.3875498609139046,0.0171108789042225,4.908738521234052
0.5,1.0,0.4543427525637827,0.0179753010276386,5.105088062083414
0.5,1.0,0.5995971592475552,0.0223247851339348,5.301437602932776
0.5,1.0,0.6444596216849837,0.0209635285490865,5.497787143782138
0.5,1.0,0.742091449286854,0.0215905323205764,5.6941366846315
0.5,1.0,0.8228259182212113,0.0231062837375613,5.890486225480862
0.5,1.0,0.8918672142870534,0.0252680779622241,6.086835766330224
2.0,1.0,1.0192150193437073,0.0310536942530622,0.0
2.0,1.0,0.8162530655818598,0.0233943540219686,0.196349540849362
2.0,1.0,0.7965127022788322,0.0216954984929728,0.3926990816987241
2.0,1.0,0.6533386778196899,0.0196279120080356,0.5890486225480862
2.0,1.0,0.5853648493547899,0.0202146566913916,0.7853981633974483
2.0,1.0,0.4700927554812241,0.0171856293371154,0.9817477042468103
2.0,1.0,0.4009872663625911,0.0171573568843446,1.1780972450961724
2.0,1.0,0.3700929850758187,0.0147245644160105,1.3744467859455345
2.0,1.0,0.325970449848493,0.0140105521473539,1.5707963267948966
2.0,1.0,0.2932583943506954,0.013195900633893,1.7671458676442586
2.0,1.0,0.2422859257513644,0.0135681758160818,1.9634954084936207
2.0,1.0,0.2461686256745847,0.0121521024642637,2.1598449493429825
2.0,1.0,0.2061253073829716,0.0128889532603983,2.356194490192345
2.0,1.0,0.1755850759438026,0.0124198256566997,2.552544031041707
2.0,1.0,0.1944132474398544,0.0126231642307702,2.748893571891069
2.0,1.0,0.2017059575152816,0.0112604305797519,2.945243112740431
2.0,1.0,0.2262134740331733,0.0170671395725203,3.141592653589793
2.0,1.0,0.1823288371768698,0.0116479556962794,3.3379421944391554
2.0,1.0,0.1895037215192011,0.0117922393284573,3.5342917352885173
2.0,1.0,0.1958011140528543,0.0117192891645998,3.730641276137879
2.0,1.0,0.2216056726195755,0.0125373789146144,3.9269908169872414
2.0,1.0,0.2106534469563531,0.0145898912346495,4.123340357836604
2.0,1.0,0.2644477003086968,0.0144787774599037,4.319689898685965
2.0,1.0,0.2619912026605061,0.0123361540085225,4.516039439535327
2.0,1.0,0.3183639199825976,0.0155569224554143,4.71238898038469
2.0,1.0,0.3875590778060527,0.016416382999686,4.908738521234052
2.0,1.0,0.4299990009399648,0.018294836830509,5.105088062083414
2.0,1.0,0.5444512198473166,0.0202321368370734,5.301437602932776
2.0,1.0,0.5514638271640943,0.0192931082554461,5.497787143782138
2.0,1.0,0.6558657157767058,0.0211185209083183,5.6941366846315
2.0,1.0,0.7375451993823096,0.0229181498039226,5.890486225480862
2.0,1.0,0.7498596590520432,0.0249384215311269,6.086835766330224
5.0,1.0,0.7483973448352679,0.029264207924049,0.0
5.0,1.0,0.6978276836786279,0.0211208174127574,0.196349540849362
5.0,1.0,0.6460500180622216,0.0215633328143053,0.3926990816987241
5.0,1.0,0.5883812153490693,0.0230242906698107,0.5890486225480862
5.0,1.0,0.4883753623966747,0.017406610485387,0.7853981633974483
