g^4,gamma,D(p),error,p
0.5,1.0,0.7451365429599539,0.0204040957354443,5.6941366846315
0.5,1.0,0.8491167925515921,0.0235266719074284,5.890486225480862
0.5,1.0,0.923495239038029,0.024453551863346,6.086835766330224
40.0,1.0,0.3400867181037247,0.0176225440522507,0.0
40.0,1.0,0.3206196450078943,0.0101094280068904,0.196349540849362
40.0,1.0,0.3018756612765804,0.0103459372909401,0.3926990816987241
40.0,1.0,0.3041140850831718,0.0107457551753291,0.5890486225480862
40.0,1.0,0.27792944846899,0.0105490183837392,0.7853981633974483
40.0,1.0,0.2318814089754411,0.0103290720933532,0.9817477042468103
40.0,1.0,0.2097672263647135,0.009727013225331,1.1780972450961724
40.0,1.0,0.2215044417768599,0.0084953691904387,1.3744467859455345
40.0,1.0,0.1972202226380938,0.0096408276575531,1.5707963267948966
40.0,1.0,0.1880937467121043,0.0104026899563186,1.7671458676442586
40.0,1.0,0.1734143645676914,0.0081419467601237,1.9634954084936207
40.0,1.0,0.1566510801023456,0.0081458618506143,2.1598449493429825
40.0,1.0,0.1421588796707941,0.0077961308698155,2.356194490192345
40.0,1.0,0.142394508437593,0.0084157702293313,2.552544031041707
40.0,1.0,0.1536784827205211,0.0073738644265367,2.748893571891069
40.0,1.0,0.1508910306374061,0.0068464325594525,2.945243112740431
40.0,1.0,0.1133880677673252,0.0108765341202773,3.141592653589793
40.0,1.0,0.13687054479041,0.0082536385652779,3.3379421944391554
40.0,1.0,0.1483442267051557,0.0074519329649831,3.5342917352885173
40.0,1.0,0.1344842179730239,0.0085643166833661,3.730641276137879
40.0,1.0,0.1748930582951346,0.0084559462834761,3.9269908169872414
40.0,1.0,0.1424291392922397,0.0087863352360058,4.123340357836604
40.0,1.0,0.1712533264442829,0.0084756037043057,4.319689898685965
40.0,1.0,0.1653612926528201,0.0079225047801309,4.516039439535327
40.0,1.0,0.1965321143151813,0.0099893460750048,4.71238898038469
40.0,1.0,0.1963810488461138,0.0086488934276049,4.908738521234052
40.0,1.0,0.2273109125482411,0.0103304317165743,5.105088062083414
40.0,1.0,0.2547252003710581,0.0105677600404799,5.301437602932776
40.0,1.0,0.2647203091463034,0.0101161910849918,5.497787143782138
40.0,1.0,0.2719534688356997,0.0104263547432971,5.6941366846315
40.0,1.0,0.3027154964259731,0.0115731037166435,5.890486225480862
40.0,1.0,0.3033391671280603,0.0123542140136611,6.086835766330224
2.0,1.0,0.8849611240679351,0.0290334001565729,0.0
2.0,1.0,0.8386581865728863,0.0202291949652159,0.196349540849362
2.0,1.0,0.7274632546784313,0.0196470393955297,0.3926990816987241
2.0,1.0,0.7626798708076994,0.021621285117119,0.5890486225480862
2.0,1.0,0.5637691600138477,0.0195932563676651,0.7853981633974483
2.0,1.0,0.472884683827454,0.0165070828910557,0.9817477042468103
2.0,1.0,0.4129317057218257,0.0143676567118716,1.1780972450961724
2.0,1.0,0.4141499562609121,0.0148569972550554,1.3744467859455345
2.0,1.0,0.3134430534668155,0.0145123895136755,1.5707963267948966
2.0,1.0,0.2515212524771614,0.0123446485688315,1.7671458676442586
2.0,1.0,0.2679739370633171,0.0112142584804557,1.9634954084936207
2.0,1.0,0.2441386008900831,0.0126033429672117,2.1598449493429825
2.0,1.0,0.2296760839378543,0.0119472600427714,2.356194490192345
2.0,1.0,0.215855483950813,0.01105738436827,2.552544031041707
2.0,1.0,0.1950137521126419,0.0097140235505768,2.748893571891069
2.0,1.0,0.2005926324660409,0.0090001247096451,2.945243112740431
2.0,1.0,0.1737121910599531,0.017065380408788,3.141592653589793
2.0,1.0,0.1760944150684429,0.0109654818942923,3.3379421944391554
2.0,1.0,0.2045567137230511,0.0107219003967963,3.5342917352885173
2.0,1.0,0.208414212170341,0.01097995651514,3.730641276137879
2.0,1.0,0.2127926661248796,0.0115416757031079,3.9269908169872414
2.0,1.0,0.2407158860913732,0.0114901822674943,4.123340357836604
2.0,1.0,0.2628269639556305,0.0135643781022297,4.319689898685965
2.0,1.0,0.2834540250799738,0.0137161706414817,4.516039439535327
2.0,1.0,0.3347103245178765,0.0120868958137542,4.71238898038469
2.0,1.0,0.342156892078762,0.0123838231673687,4.908738521234052
2.0,1.0,0.4050192439571539,0.0148568026978764,5.105088062083414
2.0,1.0,0.4910500065385388,0.0162134961820879,5.301437602932776
2.0,1.0,0.556425901180911,0.0177666601980504,5.497787143782138
2.0,1.0,0.6743927895914757,0.018397457728772,5.6941366846315
2.0,1.0,0.7274669790594427,0.0217356041395931,5.890486225480862
2.0,1.0,0.856572728009533,0.0212692135901258,6.086835766330224
10.0,1.0,0.5706813556954503,0.0245195530443753,0.0
10.0,1.0,0.6130434581542575,0.0150127468545449,0.196349540849362
10.0,1.0,0.5208345439867998,0.016468445598758,0.3926990816987241
10.0,1.0,0.4596077290118646,0.0150520646009572,0.5890486225480862
10.0,1.0,0.4326631467090297,0.0164790103381827,0.7853981633974483
10.0,1.0,0.3671812609669067,0.012140660558059,0.9817477042468103
10.0,1.0,0.331792821647649,0.0135740099905125,1.1780972450961724
10.0,1.0,0.3116977822343887,0.0131134764699062,1.3744467859455345
10.0,1.0,0.2411615811330092,0.0113601605302206,1.5707963267948966
10.0,1.0,0.2533601258993023,0.0110251561282153,1.7671458676442586
10.0,1.0,0.2108194224391905,0.0104863279904263,1.9634954084936207
10.0,1.0,0.2177365426265481,0.0108778369181494,2.1598449493429825
10.0,1.0,0.1912146058040375,0.0117763339072939,2.356194490192345
10.0,1.0,0.1624719941297129,0.009850040903247,2.552544031041707
10.0,1.0,0.2013089246908288,0.0098722521027759,2.748893571891069
10.0,1.0,0.181386122460081,0.0095395930271425,2.945243112740431
10.0,1.0,0.1862066346629271,0.0135744954855643,3.141592653589793
10.0,1.0,0.1836855727904562,0.0102310054442451,3.3379421944391554
10.0,1.0,0.1845924071400049,0.009981216581591,3.5342917352885173
10.0,1.0,0.1834564119321366,0.009251891797075,3.730641276137879
10.0,1.0,0.1869548837710229,0.0111191861787936,3.9269908169872414
10.0,1.0,0.2176818975984445,0.0112541653992201,4.123340357836604
10.0,1.0,0.1896187063433441,0.0103188146292926,4.319689898685965
10.0,1.0,0.2482273810035439,0.0111260818369866,4.516039439535327
10.0,1.0,0.2660081965261403,0.0108474559910647,4.71238898038469
10.0,1.0,0.2948475860942907,0.0121186261265124,4.908738521234052
10.0,1.0,0.3430500745365739,0.0117133504993475,5.105088062083414
10.0,1.0,0.3932428274542575,0.0119509147208907,5.301437602932776
10.0,1.0,0.482665401511347,0.0142888514558141,5.497787143782138
10.0,1.0,0.4624506261782144,0.0157829052843751,5.6941366846315
10.0,1.0,0.5444921213079035,0.0152059704914615,5.890486225480862
10.0,1.0,0.6429347939672999,0.0170697585298405,6.086835766330224
5.0,1.0,0.7455627777629773,0.0257435217142402,0.0
5.0,1.0,0.6713851881531874,0.0179749582144726,0.196349540849362
5.0,1.0,0.6801549772600081,0.0182504758612191,0.3926990816987241
5.0,1.0,0.5882476884702053,0.018891401669441,0.5890486225480862
5.0,1.0,0.464839476570636,0.0175649040842219,0.7853981633974483
5.0,1.0,0.4634734231718087,0.0144178519578264,0.9817477042468103
5.0,1.0,0.3702984344647907,0.0131994348261539,1.1780972450961724
5.0,1.0,0.2975156590500133,0.0132126678357606,1.3744467859455345
5.0,1.0,0.2867821998550827,0.0119952122368926,1.5707963267948966
5.0,1.0,0.2776292491395628,0.0124945848639059,1.7671458676442586
5.0,1.0,0.2360181835392142,0.0105534691663919,1.9634954084936207
5.0,1.0,0.2123562098202182,0.011511577581799,2.1598449493429825
5.0,1.0,0.2070606569725879,0.0116727075325564,2.356194490192345
5.0,1.0,0.2150590796959247,0.008924072147205,2.552544031041707
5.0,1.0,0.2102353116351134,0.0102865711456424,2.748893571891069
5.0,1.0,0.1850180616085274,0.0107266724019485,2.945243112740431
5.0,1.0,0.1819213386124597,0.0148782246297712,3.141592653589793
5.0,1.0,0.178978657248111,0.0091886631069479,3.3379421944391554
5.0,1.0,0.1731236163570122,0.0097309960773133,3.5342917352885173
5.0,1.0,0.1760643886909587,0.0104837054338434,3.730641276137879
5.0,1.0,0.1993547529167081,0.0111535126978996,3.9269908169872414
5.0,1.0,0.2310846931632027,0.0106016592161172,4.123340357836604
5.0,1.0,0.2377912167728507,0.0121030854661962,4.319689898685965
5.0,1.0,0.2626978979199363,0.0126961974950954,4.516039439535327
5.0,1.0,0.315151453216305,0.0121007158712843,4.71238898038469
5.0,1.0,0.326174452774514,0.0115691720786751,4.908738521234052
5.0,1.0,0.3965913655067089,0.0145764157501306,5.105088062083414
5.0,1.0,0.4449256062637313,0.014471147316622,5.301437602932776
5.0,1.0,0.5199408592505138,0.0130132818105022,5.497787143782138
5.0,1.0,0.5424798727036546,0.020336345587603,5.6941366846315
5.0,1.0,0.686526102615578,0.0189622383357254,5.890486225480862
5.0,1.0,0.7280159596775653,0.0143821616525331,6.086835766330224
10.0,1.0,0.2736841277120332,0.010824087963891778,0.0
10.0,1.0,0.25829888190741207,0.007917397502281551,0.19634954084936207
10.0,1.0,0.2311039486814358,0.007548894544513728,0.39269908169872414
10.0,1.0,0.2100092278451816,0.006079551961135043,0.5890486225480862
10.0,1.0,0.19595259199952395,0.0057313284977004945,0.7853981633974483
10.0,1.0,0.14192695118968984,0.006119391041496834,0.9817477042468103
10.0,1.0,0.12979086213363802,0.005205066710612407,1.1780972450961724
10.0,1.0,0.1148540861594088,0.004862231888331783,1.3744467859455345
10.0,1.0,0.09051178397038041,0.004350829737397473,1.5707963267948966
10.0,1.0,0.09315252832698562,0.004019171088046052,1.7671458676442586
10.0,1.0,0.0783066065169585,0.0038077392108356173,1.9634954084936207
10.0,1.0,0.07731556075352458,0.004092814539658363,2.1598449493429825
10.0,1.0,0.06651831499772155,0.004184445651525059,2.356194490192345
10.0,1.0,0.07011759946259453,0.0034858462048592232,2.552544031041707
10.0,1.0,0.061126878920725616,0.003942704681517315,2.748893571891069
10.0,1.0,0.06570784969272994,0.003124721042000485,2.945243112740431
10.0,1.0,0.06294524758651543,0.005450644432995403,3.141592653589793
10.0,1.0,0.06252332561086855,0.0037508488127108103,3.3379421944391554
10.0,1.0,0.05996473535345745,0.0033763983703842563,3.5342917352885173
10.0,1.0,0.07168466696796556,0.0037909035611708598,3.730641276137879
10.0,1.0,0.07429194866838015,0.0036979477330323965,3.9269908169872414
10.0,1.0,0.07673513186362535,0.00353947987562433,4.123340357836604
10.0,1.0,0.08115816242672226,0.0038009225761501944,4.319689898685965
10.0,1.0,0.09230589018091952,0.0039605816890717896,4.516039439535327
10.0,1.0,0.101783415988934,0.0047169376325101485,4.71238898038469
10.0,1.0,0.11123917787775045,0.004452312605426235,4.908738521234052
10.0,1.0,0.13571609931601653,0.00565437020326948,5.105088062083414
10.0,1.0,0.14986499581912077,0.005220696588586345,5.301437602932776
10.0,1.0,0.17783842316108178,0.006113484055714241,5.497787143782138
10.0,1.0,0.2174206304885235,0.006300617759376724,5.6941366846315
10.0,1.0,0.23178621601539146,0.006681782466828453,5.890486225480862
10.0,1.0,0.26861464393734497,0.007078705361285589,6.086835766330224
