,g^4,gamma,f,f_error
146,36.68341708542713,1.0,0.1411218209563863,7.716982881666345e-05
147,36.93467336683417,1.0,0.14171711569123244,5.6876279505064346e-05
148,37.1859296482412,1.0,0.14231024743299972,5.9831853855151735e-05
149,37.43718592964824,1.0,0.14289851565695555,7.785351363933744e-05
150,37.688442211055275,1.0,0.14348383892655484,9.132677734964944e-05
151,37.939698492462306,1.0,0.14406474042070402,6.931617546624404e-05
152,38.19095477386934,1.0,0.1446445086594819,5.820170854791771e-05
153,38.44221105527638,1.0,0.14522363833122745,8.480772746214969e-05
154,38.69346733668341,1.0,0.14580064573705268,0.00012098434837342575
155,38.94472361809045,1.0,0.14637720818306013,0.00010315032928899119
156,39.19597989949749,1.0,0.14694792974606619,0.0001063064432906468
157,39.44723618090452,1.0,0.14751857713394986,0.00016078955942893975
158,39.698492462311556,1.0,0.14808976433730991,0.00011369677591033776
159,39.94974874371859,1.0,0.14865634732408153,0.00011244755269317114
160,40.201005025125625,1.0,0.14922059405483454,5.77871972568347e-05
161,40.45226130653266,1.0,0.1497825940757336,0.0001260377487375291
162,40.70351758793969,1.0,0.15034340400784224,0.00015186604664294988
163,40.95477386934673,1.0,0.15090383918953187,0.0001738792042611364
164,41.20603015075376,1.0,0.15146068094079326,0.00011175194046273337
165,41.4572864321608,1.0,0.15201455517521892,0.00021521831163666373
166,41.70854271356784,1.0,0.15256864401112288,0.0001522083663033175
167,41.95979899497487,1.0,0.15311977128967844,0.0001882335540877384
168,42.211055276381906,1.0,0.15366562663371386,0.0001254412321594782
169,42.462311557788944,1.0,0.1542094703565621,0.00020174586060431034
170,42.713567839195974,1.0,0.15475256158580508,0.00021915342749910391
171,42.96482412060301,1.0,0.1552934762914792,0.0001149456401028244
172,43.21608040201005,1.0,0.15583351413594507,0.00018166893095607857
173,43.46733668341708,1.0,0.1563724662287131,0.00015502275000044442
174,43.71859296482412,1.0,0.1569091343009535,9.281661376636373e-05
175,43.96984924623115,1.0,0.15744569470648326,0.00010981591188097132
176,44.22110552763819,1.0,0.1579810480348426,0.00015381066757666877
177,44.472361809045225,1.0,0.15851328440153584,0.00013025334236328333
178,44.723618090452256,1.0,0.15904434680383786,0.00015707978025072193
179,44.97487437185929,1.0,0.1595724152420996,0.0001438510127607392
180,45.226130653266324,1.0,0.16009838116643704,0.00010700270382226847
181,45.47738693467336,1.0,0.16062188181881923,9.441046898161723e-05
182,45.7286432160804,1.0,0.1611427761598316,0.00012406684532758854
183,45.97989949748743,1.0,0.16166380500622665,0.00010245886672891847
184,46.23115577889447,1.0,0.16218320300120634,0.00014042584415424454
185,46.482412060301506,1.0,0.16270048917271565,0.00014522625210727625
186,46.73366834170854,1.0,0.16321552693967473,0.0001035855870590806
187,46.984924623115575,1.0,0.16372910945164176,0.00012236374245663345
188,47.23618090452261,1.0,0.16424187680935956,8.795913396975052e-05
189,47.48743718592964,1.0,0.16475393310243194,9.535746306242189e-05
190,47.73869346733668,1.0,0.16526441025656732,0.00016309000894537996
191,47.98994974874371,1.0,0.16577170491917761,0.0001392298008358094
192,48.24120603015075,1.0,0.16627506027021496,0.00011174820662554406
193,48.49246231155779,1.0,0.16677921706428975,0.00013737218710073367
194,48.74371859296482,1.0,0.16728231869799545,0.00010753350164639057
195,48.994974874371856,1.0,0.16778129224123264,0.00012926706546387946
196,49.24623115577889,1.0,0.16828207046903784,0.00010170102969852373
197,49.497487437185924,1.0,0.16878332292063147,0.00010942581813857053
198,49.74874371859296,1.0,0.16928118605099227,0.00013468819063758286
199,50.0,1.0,0.16977529560889837,0.00012267112037543806
